"sample_date","sample_time","datetime","station_code","event_id","depth_m","volume_received_m_l","volume_analyzed_m_l","organisims_per_ml","percent_of_sample_counted","field_of_view_mm2","slide_chamber_area_mm2","area_counted","dimension","number_of_fields_counted","factor","comments","unit_abundance","total_cells","taxon","genus","species","synonym","diatom_soft_body","colony_filament_individual_group_code","shape","gald1","gald2","gald3","biovolume_1","biovolume_2","biovolume_3","biovolume_4","biovolume_5","biovolume_6","biovolume_7","biovolume_8","biovolume_9","biovolume_10","measurement_average","measurement_1","measurement_2","measurement_3","measurement_4","measurement_5","measurement_6","measurement_7","measurement_8","measurement_9","measurement_10","measurement_11","measurement_12","measurement_13","measurement_14","measurement_15","measurement_16","measurement_17","measurement_18","measurement_19","measurement_20","measurement_21","measurement_22","measurement_23","measurement_24","measurement_25"
2018-08-30,"13:32:00",2018-08-30 13:32:00,"STTD","STTD_2018-08-30 13:32:00",1,60,1,1533.2308443143,0.0166666666666667,0.0683,314.159,0.4098,"Length",6,766.61542215715,"High sediment and moderate detritus.",2,2,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,75.5842992075,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"13:32:00",2018-08-30 13:32:00,"STTD","STTD_2018-08-30 13:32:00",1,60,1,7666.1542215715,0.0166666666666667,0.0683,314.159,0.4098,"Length",6,766.61542215715,"High sediment and moderate detritus.",10,10,"cf. Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,7.23822336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,2.8,2.8,1.9,2.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"13:32:00",2018-08-30 13:32:00,"STTD","STTD_2018-08-30 13:32:00",1,60,1,766.61542215715,0.0166666666666667,0.0683,314.159,0.4098,"Length",6,766.61542215715,"High sediment and moderate detritus.",1,1,"Monoraphidium sp.","Monoraphidium","sp.",NA,"Soft Body","i","2 cones",11.1,NA,NA,20.981108815,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"13:32:00",2018-08-30 13:32:00,"STTD","STTD_2018-08-30 13:32:00",1,60,1,302813.091752074,0.0166666666666667,0.0683,314.159,0.4098,"Length",6,766.61542215715,"High sediment and moderate detritus.",395,820,"Eucapsis microscopica","Eucapsis","microscopica",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,511.076948104767,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",1,1,"Nitzschia palea","Nitzschia","palea",NA,"Diatom","i","prism on parallelogram",27.8,NA,NA,236.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,1022.15389620953,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",2,2,"Carteria sp.","Carteria","sp.",NA,"Soft Body","i","sphere",11.1,NA,NA,450.07674976,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,4599.6925329429,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",9,9,"cf. Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",3.7,NA,NA,7.23822336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,1.9,1.9,2.8,1.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,511.076948104767,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",1,1,"Monoraphidium sp.","Monoraphidium","sp.",NA,"Soft Body","i","2 cones",7.4,NA,NA,3.13844841,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,1022.15389620953,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",2,2,"Plagioselmis prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",5.6,NA,NA,73.0691946133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-30,"14:12:00",2018-08-30 14:12:00,"LIS","LIS_2018-08-30 14:12:00",1,62,1,196764.625020335,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",385,789,"Eucapsis microscopica","Eucapsis","microscopica",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-09-04,"09:26:00",2018-09-04 09:26:00,"LIS","LIS_2018-09-04 09:26:00",1,61,1,19818.9101936142,0.0163934426229508,0.069746499,314.159,0.348732495,"Length",5,900.859554255189,"Moderate sediment and low detritus.",22,22,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",4.3,NA,NA,22.4492785416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,3.7,3.7,4.3,2.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"09:26:00",2018-09-04 09:26:00,"LIS","LIS_2018-09-04 09:26:00",1,61,1,900.859554255189,0.0163934426229508,0.069746499,314.159,0.348732495,"Length",5,900.859554255189,"Moderate sediment and low detritus.",1,1,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",NA,"Soft Body","i","cone + half sphere",11.1,NA,NA,596.7410935125,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"09:26:00",2018-09-04 09:26:00,"LIS","LIS_2018-09-04 09:26:00",1,61,1,1801.71910851038,0.0163934426229508,0.069746499,314.159,0.348732495,"Length",5,900.859554255189,"Moderate sediment and low detritus.",2,2,"Plagioselmis cf. prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",7.4,NA,NA,137.261303083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,7.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"09:26:00",2018-09-04 09:26:00,"LIS","LIS_2018-09-04 09:26:00",1,61,1,900.859554255189,0.0163934426229508,0.069746499,314.159,0.348732495,"Length",5,900.859554255189,"Moderate sediment and low detritus.",1,1,"cf. Plagioselmis sp.","Plagioselmis","sp.",NA,"Soft Body","i","cone + half sphere",13.5,NA,NA,1087.85407725,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-04,"09:26:00",2018-09-04 09:26:00,"LIS","LIS_2018-09-04 09:26:00",1,61,1,413494.535403132,0.0163934426229508,0.069746499,314.159,0.348732495,"Length",5,900.859554255189,"Moderate sediment and low detritus.",459,927,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.9,0.9,0.9,0.11309724,0.179594228333333,0.11309724,0.268082346666667,0.381703185,0.179594228333333,0.268082346666667,0.11309724,0.11309724,0.179594228333333,0.724,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,919.93850658858,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",2,2,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",11.1,NA,NA,407.57417865,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Nitzschia reversa","Nitzschia","reversa",NA,"Diatom","i","prism on parallelogram",83.3,NA,NA,708.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,919.93850658858,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",2,2,"Nitzschia sp.","Nitzschia","sp.",NA,"Diatom","i","prism on parallelogram",24.1,NA,NA,165.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,18.5,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,919.93850658858,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",2,2,"Skeletonema potamos","Skeletonema","potamos",NA,"Diatom","i","cylinder + 2 half spheres",7.4,NA,NA,45.56562136,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Ankistrodesmus arcuatus","Ankistrodesmus","arcuatus",NA,"Soft Body","i","2 cones",37,NA,NA,69.9370293833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,919.93850658858,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",2,2,"Chlamydomonas sp.","Chlamydomonas","sp.",NA,"Soft Body","i","sphere",5.6,NA,NA,47.10500046,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,4139.72327964861,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",9,9,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,6.37062092166666,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,2.8,1.9,1.9,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Drepanochloris nannoselene","Drepanochloris","nannoselene",NA,"Soft Body","i","cylinder + 2 cones",4.6,NA,NA,3.21266847375,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,919.93850658858,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",2,2,"Monoraphidium convolutum","Monoraphidium","convolutum",NA,"Soft Body","i","2 cones",7,NA,NA,13.2313298833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,8.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Schroederia setigera","Schroederia","setigera",NA,"Soft Body","i","2 cones",24.1,NA,NA,172.750274518333,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Chrysococcus sp.","Chrysococcus","sp.",NA,"Soft Body","i","prolate spheroid",5.6,NA,NA,91.9522449066666,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,459.96925329429,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",1,1,"Dinobryon sp.","Dinobryon","sp.",NA,"Soft Body","i","prolate spheroid",35.2,NA,NA,1009.26301461333,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-05,"10:57:00",2018-09-05 10:57:00,"STTD","STTD_2018-09-05 10:57:00",1,63,1,176628.193265007,0.0158730158730159,0.0683,314.159,0.683,"Length",10,459.96925329429,"Low sediment and detritus. Many broken diatoms.",384,774,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,511.076948104767,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",4,4,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",4.6,NA,NA,41.5632357,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.025,2.8,2.8,2.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,127.769237026192,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",1,1,"Encyonema sp.","Encyonema","sp.",NA,"Diatom","i","cymbelloid",13,NA,NA,118.670764612527,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,255.538474052383,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",2,2,"Fragilaria sp.","Fragilaria","sp.",NA,"Diatom","i","elliptic prism",53.7,NA,NA,290.63477408,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,53.7,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,894.384659183342,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",7,7,"cf. Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,11.4940306133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,3.7,2.8,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,127.769237026192,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",1,1,"Monoraphidium sp.","Monoraphidium","sp.",NA,"Soft Body","i","2 cones",7.4,NA,NA,13.9874058766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-06,"09:26:00",2018-09-06 09:26:00,"SHR","SHR_2018-09-06 09:26:00",0,62.5,3,51874.3102326338,0.048,0.0683,314.159,0.8196,"Length",12,127.769237026192,"Low sediment and detritus. Many broken diatoms.",406,819,"Eucapsis microscopica","Eucapsis","microscopica",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-09-13,"13:08:00",2018-09-13 13:08:00,"LIS","LIS_2018-09-13 13:08:00",1,62,1,5621.84642915243,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",11,11,"cf. Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",1.9,NA,NA,3.59136096833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:08:00",2018-09-13 13:08:00,"LIS","LIS_2018-09-13 13:08:00",1,62,1,511.076948104767,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",1,1,"Monoraphidium minutum","Monoraphidium","minutum",NA,"Soft Body","i","2 cones",16.7,NA,NA,68.5536825866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:08:00",2018-09-13 13:08:00,"LIS","LIS_2018-09-13 13:08:00",1,62,1,209030.47177485,0.0161290322580645,0.0683,314.159,0.6147,"Length",9,511.076948104767,"Low sediment and detritus.",409,845,"Eucapsis microscopica","Eucapsis","microscopica",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,191.653855539287,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",1,1,"Achnanthidium sp.","Achnanthidium","sp.",NA,"Diatom","i","elliptic prism",13,NA,NA,173.77705085,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,1533.2308443143,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",8,8,"Aulacoseira granulata","Aulacoseira","granulata",NA,"Diatom","c","cylinder",40.7,NA,NA,2721.03477147,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34,31.5,31.5,31.5,31.5,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,191.653855539287,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",1,1,"cf. Carteria sp.","Carteria","sp.",NA,"Soft Body","i","sphere",13.9,NA,NA,896.724454035,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,574.961566617862,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",3,3,"cf. Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,8.18122395833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.8,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,383.307711078575,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",2,2,"Monoraphidium tortile","Monoraphidium","tortile",NA,"Soft Body","i","2 cones",22.2,NA,NA,41.96221763,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,22.2,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-13,"13:09:00",2018-09-13 13:09:00,"STTD","STTD_2018-09-13 13:09:00",1,63,2,78769.7346266471,0.0317460317460317,0.0683,314.159,0.8196,"Length",12,191.653855539287,"Low sediment and detritus.",411,838,"Eucapsis microscopica","Eucapsis","microscopica",NA,"Soft Body","c","sphere",0.8,0.8,0.8,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.752,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2018-09-19,"09:14:00",2018-09-19 09:14:00,"LIS","LIS_2018-09-19 09:14:00",1,62,1,574.961566617862,0.0161290322580645,0.0683,314.159,0.5464,"Length",8,574.961566617862,"Moderate sediment and detritus.",1,1,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,91.13124272,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"09:14:00",2018-09-19 09:14:00,"LIS","LIS_2018-09-19 09:14:00",1,62,1,1724.88469985359,0.0161290322580645,0.0683,314.159,0.5464,"Length",8,574.961566617862,"Moderate sediment and detritus.",3,3,"Skeletonema potamos","Skeletonema","potamos",NA,"Diatom","i","cylinder + 2 half spheres",11.1,NA,NA,112.8969636375,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,11.1,11.1,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,"09:14:00",2018-09-19 09:14:00,"LIS","LIS_2018-09-19 09:14:00",1,62,1,574.961566617862,0.0161290322580645,0.0683,314.159,0.5464,"Length",8,574.961566617862,"Moderate sediment and detritus.",1,6,"Actinastrum hantzschii","Actinastrum","hantzschii",NA,"Soft Body","c","cylinder + 2 cones",3.7,NA,NA,2.64011369625,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
